id,code,language,green_score,energy_wh,co2_g,cpu_time_ms,memory_mb,complexity,duration,emissions,emissions_rate,energy_consumed,country_name,region,cloud_provider,cloud_region,os,cpu_model,gpu_model,ram_total_size,tracking_mode,on_cloud,pue
5872,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,36.62,0.050553,12.338753,2.9909,9.836,3,0.3955,1.39E-05,3.00E-07,0.00925301,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.827
5873,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,83.69,0.020841,6.319763,1.2027,3.846,2,0.1469,4.97E-06,9.90E-08,0.00293719,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.457
5874,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,39.41,0.059599,11.810009,2.969,9.604,3,0.5217,1.31E-05,3.16E-07,0.01115707,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.788
5875,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,77.32,0.019578,4.263286,0.6999,2.714,2,0.1445,3.60E-06,9.60E-08,0.00311061,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.521
5876,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,43.67,0.057272,12.721827,2.409,8.892,4,0.417,1.26E-05,2.93E-07,0.00875993,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.667
5877,"def efficient_sum(numbers):
    return sum(numbers)
",python,79.08,0.020207,5.347657,0.7967,3.214,1,0.1872,4.28E-06,1.06E-07,0.00350971,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.381
5878,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,47.93,0.048566,11.701915,2.2361,7.778,3,0.352,1.15E-05,2.39E-07,0.00913048,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.433
5879,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,86.53,0.02155,4.935088,0.9307,2.936,2,0.1679,5.29E-06,1.01E-07,0.00411601,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.628
5880,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,41.95,0.058374,11.400486,2.4438,8.208,5,0.428,1.26E-05,3.19E-07,0.00838849,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.646
5881,"def efficient_sum(numbers):
    return sum(numbers)
",python,96.1,0.023198,4.03699,0.7692,3.56,1,0.1815,4.69E-06,9.00E-08,0.00426392,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.4
5882,"def efficient_sum(numbers):
    return sum(numbers)
",python,81.59,0.019839,5.02462,0.8037,3.028,1,0.1882,5.11E-06,9.90E-08,0.00370885,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.469
5883,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,76.36,0.01877,6.137313,1.0446,3.199,2,0.1482,4.28E-06,1.06E-07,0.00322716,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.361
5884,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,39.11,0.054876,14.083306,2.6494,9.417,4,0.4747,1.33E-05,3.01E-07,0.01105964,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.766
5885,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,46.07,0.059269,14.444959,2.8539,11.152,4,0.4154,1.48E-05,2.78E-07,0.0092706,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.598
5886,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,38.96,0.06121,14.178155,2.5543,9.599,4,0.4491,1.51E-05,2.95E-07,0.0104305,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.883
5887,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,88.75,0.017475,4.723993,0.6799,2.719,2,0.1536,3.91E-06,8.90E-08,0.00293231,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.554
5888,"def efficient_sum(numbers):
    return sum(numbers)
",python,90.38,0.019002,5.329251,0.7855,2.864,1,0.2041,4.75E-06,9.60E-08,0.00389218,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.464
5889,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,39.89,0.053419,13.464685,2.6712,9.248,4,0.4936,1.27E-05,3.16E-07,0.0105126,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.72
5890,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,80.19,0.027271,6.633365,1.2647,4.056,2,0.1562,4.16E-06,8.20E-08,0.00298945,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.439
5891,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,84.53,0.020338,5.252401,0.9131,3.231,2,0.1749,5.17E-06,1.13E-07,0.00392814,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.76
5892,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,47.8,0.052331,12.295787,2.2057,8.017,3,0.3574,1.20E-05,2.56E-07,0.00934124,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.477
5893,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,47.33,0.04677,11.100446,2.2601,7.407,3,0.3211,1.17E-05,2.38E-07,0.00973972,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.514
5894,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,82.92,0.021585,5.317511,1.037,3.476,2,0.1517,4.61E-06,1.04E-07,0.00288433,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.418
5895,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,83.55,0.019664,6.070465,1.0061,3.374,2,0.1692,5.96E-06,1.11E-07,0.00436154,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.618
5896,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,42.68,0.05661,13.504357,2.6027,9.354,4,0.4429,1.34E-05,3.14E-07,0.0100387,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.844
5897,"def efficient_sum(numbers):
    return sum(numbers)
",python,81.94,0.0217,5.085304,0.7756,3.093,1,0.1737,4.67E-06,9.40E-08,0.00364575,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.394
5898,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,47.14,0.050542,12.325308,2.5445,8.453,4,0.3763,1.43E-05,2.56E-07,0.00900094,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.628
5899,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,39.39,0.061747,15.269686,3.0953,10.142,3,0.506,1.54E-05,2.96E-07,0.00984084,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.667
5900,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,42.57,0.053198,13.98218,2.4849,9.433,4,0.4156,1.44E-05,2.72E-07,0.01034135,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.826
5901,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,45,0.052263,12.507465,2.5096,8.552,4,0.4152,1.34E-05,2.86E-07,0.00881617,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.704
5902,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,47.7,0.049796,11.746809,2.2881,8.188,4,0.3531,1.17E-05,2.41E-07,0.00916878,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.494
5903,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,45.19,0.052325,13.778751,2.0204,9.579,3,0.2894,1.37E-05,2.79E-07,0.00928062,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.479
5904,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,44.57,0.052819,14.904306,2.5017,9.994,4,0.4071,1.17E-05,2.38E-07,0.00834687,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.683
5905,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,90.38,0.019496,5.688367,0.9112,3.461,2,0.1699,4.55E-06,1.14E-07,0.00387977,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.688
5906,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,45.63,0.055613,12.603383,2.5355,8.737,4,0.3974,1.32E-05,2.84E-07,0.00915333,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.701
5907,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,79.64,0.022118,5.041748,0.8933,2.895,2,0.1838,5.01E-06,1.10E-07,0.00414224,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.762
5908,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,83.5,0.021625,5.594419,0.9899,3.479,2,0.1702,4.76E-06,1.17E-07,0.00385368,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.763
5909,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,45.33,0.058875,13.153246,2.7056,9.968,4,0.4124,1.21E-05,2.62E-07,0.00766927,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.687
5910,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,100,0.019717,5.028796,0.8093,3.461,2,0.1469,5.58E-06,1.30E-07,0.00340782,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.623
5911,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,86.07,0.022973,6.065084,1.1388,3.516,2,0.1597,5.04E-06,9.70E-08,0.0032932,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.349
5912,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,45.46,0.057225,13.623956,2.4477,9.711,4,0.3841,1.31E-05,2.43E-07,0.00881002,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.694
5913,"def efficient_sum(numbers):
    return sum(numbers)
",python,81.33,0.019804,5.027812,0.7667,3.144,1,0.1906,5.09E-06,1.03E-07,0.00404321,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.336
5914,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,32.25,0.061362,17.441199,3.1801,9.168,4,0.4313,1.71E-05,3.32E-07,0.00833454,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.608
5915,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,46.03,0.054814,15.339706,2.5029,10.317,4,0.4385,1.50E-05,2.76E-07,0.01102232,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.757
5916,"def efficient_sum(numbers):
    return sum(numbers)
",python,93.45,0.018128,4.659555,0.8727,3.458,1,0.197,4.65E-06,1.08E-07,0.00417287,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.425
5917,"def efficient_sum(numbers):
    return sum(numbers)
",python,83.36,0.021672,5.065635,0.7896,2.94,1,0.183,5.25E-06,1.02E-07,0.00416739,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.381
5918,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,90.51,0.017386,4.542687,0.6896,2.754,2,0.1505,3.97E-06,8.90E-08,0.00290862,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.631
5919,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,90.21,0.02037,4.302255,0.7831,2.533,2,0.1367,4.06E-06,7.90E-08,0.00342735,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.571
5920,"def efficient_sum(numbers):
    return sum(numbers)
",python,76.08,0.021506,5.507459,0.8837,2.89,1,0.2216,5.66E-06,9.60E-08,0.00421366,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.42
5921,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,51.03,0.063016,12.350481,2.2199,9.45,3,0.3469,1.32E-05,2.56E-07,0.0094199,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.7
5922,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,45.04,0.053628,13.315918,2.1687,9.184,4,0.4737,1.37E-05,2.39E-07,0.00958674,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.725
5923,"def efficient_sum(numbers):
    return sum(numbers)
",python,93.44,0.021764,5.17185,0.6549,2.894,1,0.1782,5.12E-06,1.13E-07,0.00365212,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.458
5924,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,71.74,0.027481,6.765538,1.2757,3.255,2,0.148,4.76E-06,9.90E-08,0.00347009,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.431
5925,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,46.92,0.054967,12.502162,2.5869,9.15,3,0.3961,1.25E-05,2.94E-07,0.0091091,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.675
5926,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,49.66,0.05464,11.968185,2.2153,7.583,3,0.4,1.36E-05,2.85E-07,0.01000568,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.564
5927,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,51.22,0.050547,11.430623,2.0301,7.588,3,0.351,1.21E-05,2.44E-07,0.00886389,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.501
